x,y
0.00000,0.57045
5002.00000,0.56847
5275.00000,0.57905
5593.00000,0.58719
5966.00000,0.59768
6406.00000,0.60786
6948.00000,0.61058
7601.00000,0.60456
8358.00000,0.57058
9325.00000,0.56991
10643.00000,0.58545
15089.00000,0.66667
