x,y
0.00000,0.04432
5002.00000,0.05794
5275.00000,0.06987
5593.00000,0.08487
5966.00000,0.10397
6406.00000,0.12133
6948.00000,0.14508
7601.00000,0.19377
8358.00000,0.27822
9325.00000,0.32578
10643.00000,0.35531
15089.00000,0.33333
