x,y
0.00000,0.33049
383.00000,0.36556
412.00000,0.46277
445.00000,0.52086
476.00000,0.52437
510.00000,0.52418
560.00000,0.57421
613.00000,0.58390
691.00000,0.60934
825.00000,0.67030
1081.00000,0.61603
2768.00000,0.00000
